label,sentence1
1,@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524; HELL YEAH NIGGY
1,"@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""  &#128533;
97	1	@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old"
1,@kayreneeee_: Fuck wit us and then we tweakin hoe shmurda!
1,@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying you got that dope dick. Drive these bitches loco
2,@RachieSoul: @DizzleOfficial inna di ghetto!!! You alone lmaoo
1,@__taradise__: Ya nigs out there still saying y'all don't eat butt?! WITH A STRAIGHT FACE!
1,@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE! ..looking like black&amp;milds out here
2,@metroadlib: colored contacts in your eyes? blinders on mine. cause i can't see you at all. Lmao
1,"@Samirahusic_: I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot"
1, im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that 
1,"@MvckFadden: Stay beautiful you bitch"""""
1,@GEDMelle: 17 missed calls!!!! &#128544;&#128545;Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle
1, bitch get up off me 
1,@SukMySweetness: money only impress the simple broke bitches
1, lames crying over hoes thats tears of a clown 
1, if you aint bout that Murder Game pussy nigga shut up 
1,@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit . Damn Skippy lol
1,@KeyshawnSwag: Lmfao this cat started beating the shit out of me my nigga finally got some pussy?!? MY NIGGA!!!
1,@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo
1,@PoemsPorn: Quote this tweet with your favorite animal.pussy
1, i spend my money how i want bitch its my business 
1,@Taylorr_Babee: You ain't ever gonna be a slice bitch. Kevin hart. (:
1,@jama_jam: You bitches be pretending to be TF crazy.. You ain't never lied...
1,@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw This why we always beefing &#128514;
1, is that ya bitch 
1,@Migsmichelen: This new twitter is confusing the shit out of me. Go back to south america bitch
1, i met that pussy on Ocean Dr . i gave that pussy a pill  &#128524;
1,"@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanketi work 2-5"
1,@realFORTES: Grudges are for weirdosand bitches
1,@GirlThatsVonte: Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit
1,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit
2,@MaxMayo77: http://t.co/XpSC3makgJ sexy lad with hot soles and arches.
2,"@WBUR: A smuggler explains how he helped fighters along the Jihadi Highway"": http://t.co/UX4anxeAwd"""
2,@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL  that show was everything tf
1, im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that 
1,@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf Bruno's all that she sees (Drake voice)
1, broke bitch cant tell me nothing 
1, bitch nigga miss me with it 
1,@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck hell yea i play that hoe before my workout
1,@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers. Retweet
1,@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee but niggas act like bitches..
1,@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA fuck yeah
1,@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks. wait till friday
1,@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.bitch I ain't coming
1,"@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!
278	1	@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?"
2,"@M_Rad: &#8220;@DezDLT: I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"
1,@_BeeDontCare My pussy still fresh &lt;----- something stank girls say.
1, i met that pussy on Ocean Dr . i gave that pussy a pill  &#128524;
1,@DBAB_Holloway: Check out our 12th man. #CowboysNation even with all those faggot ny fans in the stands
1,@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.
1, So hoes that smoke are losers ?  yea ... go on IG
1,"@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh   bitchy promo"
2,@MaxMayo77: http://t.co/PrrskknqRv love frat boy w/ soft long soles
1,"@poppunksucks: Twitter is not a source of news broadcast you fucking retards it is when nbc, abc, cnn, Fox, etc are all keeping quiet."
1,@GirlThatsVonte: Yall still going trick or treating this year or nah?hell yeah ima be da sweet tooth bandit steal bitches bags n shit
1,@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back
1,@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx fr ..... LULWHORE
1,@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525; damn &#127807;&#128064;&#127807;
0,@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR This is why there's black people and niggers
2,@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL  that show was everything tf
1,@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE! ..looking like black&amp;milds out here
1,@jama_jam: You bitches be pretending to be TF crazy.. You ain't never lied...
1,A pussy a day keeps the devil away -@DoperThanYola
1, yall niggas b cuffing hoes cause yall aint never have bitches 
2,"@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals @peta"
1,@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF prob cause were retarded smh
2,@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha suure.. tuku ho ita! &#128514;&#128514;
1,"@glowstruck: But a nigga gon be a nigga, be a nigga. You sound fuckin retarded"
1,"@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree. @Iemonaids dis bitch in da wrong tree bro."
1,"@Ferocious_Ghost: @1stName_Bravo Aw. ...fag, don't tweet ""aw"" to me lol"
1,"@Lipe_the_Great: &#8220;@h0rheyd: @Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now"
1,@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0naw this what u call fucking the soul outta bitch &#128557;
1, &amp; you might not get ya bitch back &amp; thats that 
2,@MaxMayo77: http://t.co/PrrskknqRv love frat boy w/ soft long soles
1,@jacaxeltlu: Eventually every bitch turns into that hoe. # Truuu
1,@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw This why we always beefing &#128514;
1,@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!
0,@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer gaywad
1,Everything look better with a bitch next to it
1,@XoJennyGirl: I'm making marack my girlfriend . @marackaf aye b you pullin hoes just like o taught you
1,"@Lipe_the_Great: &#8220;@h0rheyd: @Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now"
1,"@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"
1,@HoskinsTy96: White boy power bitch black power bitch
1, pussy is a powerful drug  &#128517; #HappyHumpDay http://t.co/R8jsymiB5b
1,"@Poetic_Success: I hate when strippers tell you they're dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"""
1,"@cheetahBluntz_: Its me hoe, its me hoe&#128129; shhhhh"
1,@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..
1,"@Poobie_: When bitches TWERK on the computer....  ME: In ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""
1,Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?
1,@morgandaylee: I'm feeling pretty fuckin ghetto Smh
1,"@OfficialReplay: I am lowkey tired. ...if you tired, be quiet and go to sleep hoe!"
1,"@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7 @AmJemieBenn"
1,@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK
1,@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before I hate when bitches do that
1,@DBAB_Holloway: Check out our 12th man. #CowboysNation even with all those faggot ny fans in the stands
1,@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig
0,@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR This is why there's black people and niggers
2,@rhythmixx_: I told Mariam to but cigarettes for her birthday  You also called me trash rn
1,@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx fr ..... LULWHORE
1, hoe what its hitting for 
1,@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho no theres two more retard
1,&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it
1,@No_FAKINGG: People always asking me what I'm mixed with. She a bad asian bitch lol
1,@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg  Lmao &#128553;&#128514;
1,@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;
1,"@WBeezy_: @QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?"
1,"@WBeezy_: @Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?"
2,@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R Awwwwe! This is soooo ADORABLE!
1,"Caesar is home RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
1, young Pill Chamberlain these bitches love my music 
1,"@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes. ...nah, I throw no look passes lmao"
1,@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol and ever.
1,@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee
1,@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076; AND I'M LIKE... #WWYD
1,@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
1,@KingTeej_: Ol dirty foot ass bitches.. this was too funny to me.
1,@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy  LMFAO KITTYCOPTER
1,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
1,@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.
1,@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before I hate when bitches do that
1,Don't know no ugly bitches! Don't know no broke niggas!--@Kevin_Gates
1,"@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry hahahahahahah im a bitch sometimes (:"
1,@adriwadrri: No love for these fuck niggas hoes*
2,@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line ooooow who tf said that trash!!?
1,@DBAB_Holloway: Check out our 12th man. #CowboysNation even with all those faggot ny fans in the stands
1,"@Samirahusic_: I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot"
1,@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c fuck yeah sexy scally lad in hot gear
1,@TheRealRickyB21: @JetsAndASwisher faggot bitch http://t.co/2HyyAbk4eH
1,@z0mbiedance: I made that bitch lunch. @elizabethbatman Bitches love lunch.
1,@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake..
1,@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw This why we always beefing &#128514;
1,@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE! ..looking like black&amp;milds out here
1, bad bitches is the only thing that i like 
2,@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT #History #Photography
1,@KingTeej_: Ol dirty foot ass bitches.. this was too funny to me.
1,@Frosstyy_: @h0rheyd I didn't say anything tho kiss me then faggot
1, bad bitches is the only thing that i like 
1,@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other. ...why force the relationship in the first place?
1,"@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them. Rigghhht"
1,@TheRealRickyB21: @JetsAndASwisher faggot bitch http://t.co/2HyyAbk4eH
2,"@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals @peta"
1, these hoes like niggas that spend money not talk bout it 
1,@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF fuck yeah. I love scally lad action. Hot trainers too.
1,@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k it wasn't even funny lol
1,@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524; HELL YEAH NIGGY
1,@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
1,@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;Her ass must be fat!
1,"I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!  Like, negro... one of the first things they LOOK at is shoes, dog"
1,"@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxrokay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh"
1,I'm probably your main bitch chocolate dipped cinnamon apple
1,@KingTeej_: Ol dirty foot ass bitches.. this was too funny to me.
1,"@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.lmao bitch don't trick me again"
2,"LOL, cripple! - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod"
1,"@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true. @dylan72892"
1,@Poffalicious: Andrewbryant: Poff has double vision after 2 beers Poff: ... Double pussy &#128526; smh
1, pimps up pimps up hoes down  Future voice
1, i'd say im back to the old me but my old bitches would get excited  &#128524;
1, lames crying over hoes thats tears of a clown 
1,I'm comparing KFC to the pussy @MaxOn_MaxOff5
2,Just follow the yellow brick twitter.
0,"Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."
1,@worldwarzee_: these hoes ain't loyal.
1,@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN Damn his man pussy is getting a workout.
1,@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK
